评论,评论时间,标签,得分,情感数值,文本长度,34,666,be,doge,dot,dot队有救了,eternal,feast,may,next,the,不对,不是,不是哥们,伊甸,你怎么穿着希儿的衣服,你是,卡芙卡,只需等待,后崩芽衣,哇哦,坏了,太好了,她真好看,好像李素裳,好好好,好家伙,好漂亮,好看,好美,好耶,妈妈,姐姐,孩子们,对不起,希儿,希儿的衣服,希儿的配色,希尔,愿下一场欢宴永不落幕,愿下一场盛宴永恒,懂了,我出手了,我去,所以,所以我出手了,拼好人,拼好音,是你吗,有意思,有点意思,李大枕头,李素裳,李素裳的脸,来了,来了来了,浮梦若薇,海列屈拉,海瑟音,海瑟音大人,海瑟音妈妈,海瑟音立绘上的文字,海的女儿,灰色小鱼苗,灰色的小鱼苗,灵砂,灵砂的动作,灵砂的姿势,物理,物理虚无,珊瑚宫素裳,白厄,白露,白露的背景,真好看,石见舞菜香,破洞丝袜,破洞黑丝,第一,第一眼,第二眼,素裳,素裳你怎么穿着希儿的衣服,素裳是你吗,素裳的头,素裳的脸,缝合怪,老婆,芽衣,蕾耶拉,虚无,计划有变,这下不得不抽了,这是,那一晚,重铸dot荣光,阮梅,阿伽门农,难道说,黑天鹅,小时,星期几,是否周末,日期,情感均值,讨论量
表情比我想象中温柔好多，我以为她是那种非常疯的感觉,2025-06-17 12:09:35,positive (stars 4 and 5),0.9884538054466248,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,2025-06-17,0.6610871440897326,5795
最强杀神登场,2025-06-17 12:01:22,positive (stars 4 and 5),0.9717292189598083,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,2025-06-17,0.6610871440897326,5795
神秘面纱女子会出手的,2025-06-17 12:01:19,positive (stars 4 and 5),0.9575507640838624,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,2025-06-17,0.6610871440897326,5795
所以海瑟音出手了,2025-06-17 12:01:09,positive (stars 4 and 5),0.978710949420929,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,2025-06-17,0.6610871440897326,5795
占个楼，祝大家十连双金，得偿所愿！,2025-06-17 12:00:51,positive (stars 4 and 5),0.6410861611366272,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,2025-06-17,0.6610871440897326,5795
这个脸素赏是你吗,2025-06-17 12:00:41,"negative (stars 1, 2 and 3)",0.531670868396759,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,2025-06-17,0.6610871440897326,5795
赢,2025-06-17 12:00:30,positive (stars 4 and 5),0.9403074979782104,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,2025-06-17,0.6610871440897326,5795
sp素裳是你吗,2025-06-17 12:07:04,positive (stars 4 and 5),0.5730237364768982,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,2025-06-17,0.6610871440897326,5795
dot女子否输矣。岂无人觉 dot 之队可怖非常耶？队中有女，头覆缦纱，疯然掷牌向敌，复施魔法之阵。遂唤紫晶巨擘，其形不可名状，仿若中世纪之恶巫，恣以诅咒加诸敌身。又有紫发之女，目覆墨镜，持枪挟刃，一望即知非善类也。其枪击之际，弹如雨下，似不惜费。且独自狂旋，口中喃喃：“当言别矣。”然数合已过，竟无一人中创。此二女连施诡谲之术，其技不可胜述，然所伤殊寡。实不知其所为者何，愈观之，愈觉诡异非常，令人惑焉。,2025-06-17 13:02:16,positive (stars 4 and 5),0.6512385010719299,1,203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,2025-06-17,0.6610871440897326,5795
所以，我出手了,2025-07-05 12:58:54,positive (stars 4 and 5),0.652236819267273,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,1,2025-07-05,1.0,1
难道没人注意到海瑟音中间是透明的吗？搞不好中间已经被贯穿了，然后海瑟音用半神之力重塑了,2025-07-03 15:57:26,positive (stars 4 and 5),0.5361284017562866,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,2025-07-03,0.75,4
你又什么时候补强呢？,2025-07-02 01:49:10,"negative (stars 1, 2 and 3)",0.7138646245002747,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2025-07-02,0.8,10
卡厨的脊梁骨彻底的断了,2025-07-01 21:57:46,"negative (stars 1, 2 and 3)",0.9013013243675232,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,2025-07-01,0.7142857142857143,7
祝我流萤不歪,2025-06-27 05:02:09,positive (stars 4 and 5),0.7506877183914185,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2025-06-27,0.8333333333333334,6
加强黑天鹅。。,2025-06-26 16:32:10,positive (stars 4 and 5),0.773984432220459,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,2025-06-26,0.8,5
嘛，我的重点是……灰色的小鱼苗哈哈哈。喜提一个新称谓,2025-06-26 12:19:13,positive (stars 4 and 5),0.9433156251907348,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,2025-06-26,0.8,5
竟然没有人翻译文字吗？那我来！May the next feast be eternal“愿下一次盛宴永恒” 或 “愿接下来的欢宴永不终结”,2025-06-20 18:43:28,positive (stars 4 and 5),0.5608190894126892,1,70,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,2025-06-20,0.65625,96
留给人类的姿势不多了、评论区别阴阳了,2025-06-20 12:22:28,positive (stars 4 and 5),0.8912147879600525,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,2025-06-20,0.65625,96
这是卡妈售后吗，是的话我可回归了,2025-06-20 05:53:33,"negative (stars 1, 2 and 3)",0.9497759342193604,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2025-06-20,0.65625,96
这个……不太行，首先配色就不统一，想体现海洋主题的蓝紫色，和想体现严肃风格的咖色和黑色，用了红紫色做过度和渐变，但整体观感完全不协调，甚至不如直接用伊甸的那个风格设计的好，其次主题不明既没有突出优雅，也没有突出希腊文明背景的主题（希腊神话有一半在海上，你的选题按说是挺丰富的啊？为什么不用呢？波塞冬，九头蛇，各种海怪，海妖，一个都没有？），更没有突出法吉娜的那些标志性属性，金杯，欢宴之类的特征唯一能产生联想的是那个贝壳的装饰+一个海底的背景板，但你说这个服装是希儿的什么新时装我觉得也合理……就……不太行啊，亲,2025-06-19 23:00:14,"negative (stars 1, 2 and 3)",0.9132196307182312,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,2025-06-19,0.6,125
我说看着这么熟悉，原来是李素裳啊,2025-06-19 22:24:21,positive (stars 4 and 5),0.9840254187583924,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,2025-06-19,0.6,125
不是，一个海洋的半神，身上的蓝色还没有刻律多，dot队身上就必须带点紫对吧,2025-06-19 21:26:32,"negative (stars 1, 2 and 3)",0.8239539861679077,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,2025-06-19,0.6,125
太好了！我们dot队有救了！,2025-06-19 12:46:25,positive (stars 4 and 5),0.8894015550613403,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,2025-06-19,0.6,125
灵砂新形态,2025-06-19 10:15:48,positive (stars 4 and 5),0.9829800128936768,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,2025-06-19,0.6,125
出手罢神秘头纱女子墨镜女子,2025-06-19 10:13:40,positive (stars 4 and 5),0.6418676972389221,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,2025-06-19,0.6,125
爷：谁？谁在说我说是小鱼苗,2025-06-18 22:17:06,"negative (stars 1, 2 and 3)",0.8535096645355225,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,2025-06-18,0.604261796042618,657
咕嘿嘿，洞洞袜袜，嘿嘿,2025-06-18 22:00:21,positive (stars 4 and 5),0.6704787611961365,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,2025-06-18,0.604261796042618,657
这不赛琳娜吗？,2025-06-18 19:02:40,"negative (stars 1, 2 and 3)",0.6990927457809448,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,2025-06-18,0.604261796042618,657
你们说新角色都会怎么死啊？,2025-06-18 19:02:25,"negative (stars 1, 2 and 3)",0.7754959464073181,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,2025-06-18,0.604261796042618,657
期望建模的脸看起来御一点吧,2025-06-18 15:38:47,positive (stars 4 and 5),0.975492000579834,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,2025-06-18,0.604261796042618,657
欢迎来到dot队,2025-06-18 12:20:39,positive (stars 4 and 5),0.6439762711524963,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,2025-06-18,0.604261796042618,657
浮梦若薇！！！,2025-06-18 12:14:14,positive (stars 4 and 5),0.9270389080047609,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,2025-06-18,0.604261796042618,657
希望建模不要又是午餐肉吧,2025-06-18 12:01:06,positive (stars 4 and 5),0.8892562985420227,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,2025-06-18,0.604261796042618,657
@崩坏星穹铁道 下半卡池呢？ 不会又拖延吧,2025-06-18 11:36:25,"negative (stars 1, 2 and 3)",0.654416024684906,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,2025-06-18,0.604261796042618,657
啊！大海啊！母亲～,2025-06-18 11:17:53,positive (stars 4 and 5),0.6308593153953552,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,2025-06-18,0.604261796042618,657
这立绘也太普了，普的像仙舟女角色,2025-06-18 10:17:32,"negative (stars 1, 2 and 3)",0.7999759912490845,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2025-06-18,0.604261796042618,657
我要御姐，不要少女,2025-06-18 10:09:24,positive (stars 4 and 5),0.6250897645950317,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2025-06-18,0.604261796042618,657
我完蛋了……我还说这虚无强攻是什么东西,2025-06-18 10:02:13,"negative (stars 1, 2 and 3)",0.9788622856140136,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2025-06-18,0.604261796042618,657
海的女儿,2025-06-18 09:12:41,positive (stars 4 and 5),0.7802180051803589,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,2025-06-18,0.604261796042618,657
我们虚无党真的是享福了，海瑟音再不支棱点我真要下载国家反诈app，求求你来个人类吧,2025-06-18 08:59:25,positive (stars 4 and 5),0.6305854916572571,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2025-06-18,0.604261796042618,657
有点像,2025-06-18 08:58:08,"negative (stars 1, 2 and 3)",0.5268324613571167,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2025-06-18,0.604261796042618,657
"其实眼睛或者说眼神和芽衣(后崩坏书)的也有些像
不过只要好看就行",2025-06-18 08:41:35,positive (stars 4 and 5),0.9582342505455016,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2025-06-18,0.604261796042618,657
这个立绘也太差了,2025-06-18 08:40:13,"negative (stars 1, 2 and 3)",0.9400717616081238,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2025-06-18,0.604261796042618,657
期待中午12点刻律德拉的立绘,2025-06-18 08:36:12,positive (stars 4 and 5),0.9888048768043518,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2025-06-18,0.604261796042618,657
期待中午12点刻律德拉的立绘,2025-06-18 08:35:58,positive (stars 4 and 5),0.9888048768043518,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2025-06-18,0.604261796042618,657
